soc_code,title,r,i,a,s,e,c,r_pct,i_pct,a_pct,s_pct,e_pct,c_pct,holland_code
17-3031.00,Surveying and Mapping Technicians,5.94,4.03,1.91,1.00,1.00,5.63,30.45,20.66,9.79,5.13,5.13,28.86,RCI
19-1011.00,Animal Scientists,5.24,6.93,1.96,1.97,2.40,3.36,23.97,31.70,8.97,9.01,10.98,15.37,IRC
19-1012.00,Food Scientists and Technologists,5.05,5.71,2.45,2.16,2.58,3.95,23.06,26.07,11.19,9.86,11.78,18.04,IRC
19-1013.00,Soil and Plant Scientists,6.43,6.71,2.11,1.67,1.71,3.41,29.17,30.44,9.57,7.58,7.76,15.47,IRC
19-1021.00,Biochemists and Biophysicists,5.11,7.00,2.61,2.15,1.83,3.64,22.87,31.33,11.68,9.62,8.19,16.29,IRC
19-1022.00,Microbiologists,5.29,7.00,1.92,1.98,1.07,3.85,25.06,33.16,9.10,9.38,5.07,18.24,IRC
19-1023.00,Zoologists and Wildlife Biologists,5.43,6.99,2.31,2.55,2.33,3.70,23.29,29.99,9.91,10.94,10.00,15.87,IRC
19-1029.01,Bioinformatics Scientists,3.81,7.00,2.51,1.64,1.26,5.04,17.92,32.93,11.81,7.71,5.93,23.71,ICR
19-1029.02,Molecular and Cellular Biologists,5.03,6.66,1.95,2.27,2.58,5.10,21.32,28.23,8.27,9.62,10.94,21.62,ICR
19-1029.03,Geneticists,4.05,7.00,2.95,2.91,1.61,4.78,17.38,30.04,12.66,12.49,6.91,20.52,ICR
19-1029.04,Biologists,4.11,7.00,2.40,2.62,2.76,4.45,17.61,29.99,10.28,11.23,11.83,19.07,ICR
19-1031.00,Conservation Scientists,5.15,5.70,1.97,2.87,3.16,3.98,22.56,24.97,8.63,12.57,13.84,17.43,IRC
19-1031.02,Range Managers,5.76,5.02,1.47,2.42,4.39,3.68,25.33,22.08,6.46,10.64,19.31,16.18,RIE
19-1031.03,Park Naturalists,4.38,4.24,3.74,4.87,3.46,3.43,18.16,17.58,15.51,20.19,14.34,14.22,SRI
19-1032.00,Foresters,5.32,4.48,1.25,2.30,3.78,4.39,24.72,20.82,5.81,10.69,17.57,20.40,RIC
19-1041.00,Epidemiologists,2.82,7.00,2.19,4.11,2.37,3.63,12.75,31.65,9.90,18.58,10.71,16.41,ISC
19-1042.00,"Medical Scientists, Except Epidemiologists",4.27,7.00,2.42,3.29,2.22,3.70,18.65,30.57,10.57,14.37,9.69,16.16,IRC
19-2011.00,Astronomers,5.07,7.00,3.28,2.71,1.87,4.04,21.15,29.20,13.68,11.31,7.80,16.85,IRC
19-2012.00,Physicists,4.94,7.00,2.75,2.12,1.77,4.80,21.13,29.94,11.76,9.07,7.57,20.53,IRC
19-2021.00,Atmospheric and Space Scientists,4.77,6.26,2.72,2.49,2.68,4.45,20.41,26.79,11.64,10.65,11.47,19.04,IRC
19-2031.00,Chemists,5.67,6.71,1.52,1.14,1.60,4.81,26.43,31.28,7.09,5.31,7.46,22.42,IRC
19-2032.00,Materials Scientists,5.82,6.59,2.17,1.39,1.86,4.15,26.48,29.98,9.87,6.32,8.46,18.88,IRC
19-2041.00,"Environmental Scientists and Specialists, Including Health",4.76,7.00,1.87,2.75,2.56,4.32,20.46,30.09,8.04,11.82,11.01,18.57,IRC
19-2041.01,Climate Change Policy Analysts,1.37,6.73,3.11,3.17,4.69,4.06,5.92,29.10,13.45,13.71,20.28,17.55,IEC
19-2041.02,Environmental Restoration Planners,5.31,6.25,2.24,2.12,3.63,4.13,22.42,26.39,9.46,8.95,15.33,17.44,IRC
19-2041.03,Industrial Ecologists,4.62,7.00,2.14,1.95,3.04,3.98,20.33,30.80,9.41,8.58,13.37,17.51,IRC
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",5.59,7.00,2.72,2.24,1.65,4.16,23.93,29.97,11.64,9.59,7.06,17.81,IRC
19-2043.00,Hydrologists,5.84,6.41,1.63,2.14,2.29,4.31,25.82,28.34,7.21,9.46,10.12,19.05,IRC
19-2099.01,Remote Sensing Scientists and Technologists,4.86,6.09,1.93,1.27,1.44,4.81,23.82,29.85,9.46,6.23,7.06,23.58,IRC
19-3011.00,Economists,1.35,7.00,2.43,2.40,3.93,4.53,6.24,32.35,11.23,11.09,18.16,20.93,ICE
19-3011.01,Environmental Economists,2.74,7.00,2.53,2.28,4.11,4.08,12.05,30.78,11.13,10.03,18.07,17.94,IEC
19-3022.00,Survey Researchers,1.68,6.11,2.31,2.34,3.02,5.25,8.11,29.50,11.15,11.30,14.58,25.35,ICE
19-3032.00,Industrial-Organizational Psychologists,1.05,5.34,3.13,3.99,4.71,4.28,4.67,23.73,13.91,17.73,20.93,19.02,IEC
19-3033.00,Clinical and Counseling Psychologists,1.05,5.58,3.06,6.57,2.65,3.49,4.69,24.91,13.66,29.33,11.83,15.58,SIC
19-3034.00,School Psychologists,1.00,5.00,3.31,6.77,2.82,4.01,4.36,21.82,14.45,29.55,12.31,17.50,SIC
19-3039.02,Neuropsychologists,2.63,7.00,3.28,5.29,1.69,3.32,11.33,30.16,14.13,22.79,7.28,14.30,ISC
19-3039.03,Clinical Neuropsychologists,2.82,7.00,2.40,5.69,2.07,3.49,12.02,29.83,10.23,24.24,8.82,14.87,ISC
19-3041.00,Sociologists,1.56,6.50,3.99,4.36,3.08,3.60,6.76,28.15,17.28,18.88,13.34,15.59,ISA
19-3051.00,Urban and Regional Planners,3.22,5.31,3.06,3.03,4.46,3.96,13.98,23.05,13.28,13.15,19.36,17.19,IEC
19-3091.00,Anthropologists and Archeologists,3.99,6.84,4.21,3.67,1.63,3.19,16.96,29.07,17.89,15.60,6.93,13.56,IAR
19-3092.00,Geographers,5.11,6.74,3.69,2.72,2.10,3.69,21.25,28.02,15.34,11.31,8.73,15.34,IRA
19-3093.00,Historians,2.39,5.32,3.70,3.22,2.35,4.87,10.94,24.35,16.93,14.74,10.76,22.29,ICA
19-3094.00,Political Scientists,1.00,6.71,3.87,3.42,3.61,3.52,4.52,30.32,17.49,15.45,16.31,15.91,IAE
19-3099.01,Transportation Planners,3.59,5.60,2.01,1.76,3.14,4.87,17.12,26.70,9.59,8.39,14.97,23.22,ICR
19-4012.00,Agricultural Technicians,6.82,4.57,1.00,1.46,1.99,4.26,33.93,22.74,4.98,7.26,9.90,21.19,RIC
19-4012.01,Precision Agriculture Technicians,6.46,5.40,1.23,1.39,2.11,4.95,29.99,25.07,5.71,6.45,9.80,22.98,RIC
19-4013.00,Food Science Technicians,5.57,4.51,1.33,1.73,1.96,5.04,27.66,22.39,6.60,8.59,9.73,25.02,RCI
19-4021.00,Biological Technicians,5.60,5.36,1.20,1.97,1.31,5.62,26.59,25.45,5.70,9.35,6.22,26.69,CRI
19-4031.00,Chemical Technicians,5.45,5.80,1.51,1.64,1.13,5.25,26.23,27.91,7.27,7.89,5.44,25.26,IRC
19-4042.00,"Environmental Science and Protection Technicians, Including Health",5.83,5.60,1.23,1.93,1.35,4.93,27.93,26.83,5.89,9.25,6.47,23.62,RIC
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",5.60,5.18,1.28,1.46,1.11,5.34,28.04,25.94,6.41,7.31,5.56,26.74,RCI
19-4044.00,Hydrologic Technicians,5.48,4.92,1.00,1.68,1.47,5.28,27.63,24.81,5.04,8.47,7.41,26.63,RCI
19-4051.00,Nuclear Technicians,5.75,4.57,1.00,1.83,2.26,5.07,28.08,22.31,4.88,8.94,11.04,24.76,RCI
19-4051.02,Nuclear Monitoring Technicians,6.10,4.43,1.00,1.90,1.53,5.51,29.80,21.64,4.89,9.28,7.47,26.92,RCI
19-4061.00,Social Science Research Assistants,2.38,6.08,1.89,2.67,2.27,5.93,11.22,28.65,8.91,12.58,10.70,27.95,ICS
19-4071.00,Forest and Conservation Technicians,6.53,4.37,1.00,2.81,2.47,4.72,29.82,19.95,4.57,12.83,11.28,21.55,RCI
19-4092.00,Forensic Science Technicians,5.18,5.94,1.77,1.50,1.59,4.98,24.71,28.34,8.44,7.16,7.59,23.76,IRC
19-4099.01,Quality Control Analysts,4.11,4.88,1.00,1.21,2.60,6.00,20.76,24.65,5.05,6.11,13.13,30.30,CIR
19-4099.03,Remote Sensing Technicians,5.10,4.60,2.14,1.51,1.71,5.24,25.12,22.66,10.54,7.44,8.42,25.81,CRI
19-5011.00,Occupational Health and Safety Specialists,4.45,4.98,1.28,3.45,3.20,4.70,20.17,22.57,5.80,15.64,14.51,21.31,ICR
19-5012.00,Occupational Health and Safety Technicians,5.35,4.88,1.00,2.87,2.64,5.56,23.99,21.88,4.48,12.87,11.84,24.93,CRI
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.59,3.81,2.59,6.66,2.71,3.16,7.75,18.57,12.62,32.46,13.21,15.40,SIC
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.00,3.30,3.13,7.00,3.92,4.09,4.46,14.71,13.95,31.19,17.47,18.23,SCE
21-1013.00,Marriage and Family Therapists,1.49,5.32,3.58,6.22,1.78,2.90,7.00,24.99,16.82,29.22,8.36,13.62,SIA
21-1014.00,Mental Health Counselors,1.31,4.42,3.06,6.79,2.96,3.43,5.96,20.12,13.93,30.91,13.47,15.61,SIC
21-1015.00,Rehabilitation Counselors,1.23,3.27,2.98,6.80,3.56,3.26,5.83,15.50,14.12,32.23,16.87,15.45,SEI
21-1021.00,"Child, Family, and School Social Workers",1.70,3.32,2.90,6.85,2.94,3.57,7.99,15.60,13.63,32.19,13.82,16.78,SCI
21-1022.00,Healthcare Social Workers,1.96,4.24,2.34,6.92,2.55,3.07,9.30,20.11,11.10,32.83,12.10,14.56,SIC
21-1023.00,Mental Health and Substance Abuse Social Workers,1.71,4.08,2.78,6.97,2.46,3.12,8.10,19.32,13.16,33.00,11.65,14.77,SIC
21-1091.00,Health Education Specialists,1.66,5.29,2.54,6.15,3.21,3.95,7.28,23.20,11.14,26.97,14.08,17.32,SIC
21-1092.00,Probation Officers and Correctional Treatment Specialists,2.35,3.44,2.15,5.56,3.92,4.18,10.88,15.93,9.95,25.74,18.15,19.35,SCE
21-1093.00,Social and Human Service Assistants,1.28,2.80,1.95,6.09,3.61,4.57,6.31,13.79,9.61,30.00,17.78,22.51,SCE
21-1094.00,Community Health Workers,2.00,3.49,2.22,6.58,3.53,3.38,9.43,16.46,10.47,31.04,16.65,15.94,SEI
21-2011.00,Clergy,2.10,2.11,3.44,5.91,4.17,2.89,10.18,10.23,16.68,28.66,20.22,14.02,SEA
21-2021.00,"Directors, Religious Activities and Education",1.00,2.71,3.38,7.00,6.16,3.16,4.27,11.58,14.44,29.90,26.31,13.50,SEA
23-1011.00,Lawyers,1.12,4.38,2.40,3.48,5.51,4.59,5.21,20.39,11.17,16.20,25.65,21.37,ECI
23-1012.00,Judicial Law Clerks,1.60,4.01,2.07,3.38,4.51,5.10,7.74,19.40,10.01,16.35,21.82,24.67,CEI
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",1.00,4.01,1.73,3.05,5.11,5.49,4.90,19.67,8.48,14.96,25.06,26.92,CEI
23-1022.00,"Arbitrators, Mediators, and Conciliators",1.12,3.61,2.25,4.24,4.63,4.33,5.55,17.89,11.15,21.01,22.94,21.46,ECS
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.33,3.81,2.19,3.96,5.27,4.11,10.75,17.58,10.11,18.27,24.32,18.97,ECS
23-2011.00,Paralegals and Legal Assistants,1.74,5.04,2.24,3.12,3.92,5.28,8.15,23.62,10.50,14.62,18.37,24.74,CIE
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.44,2.63,1.11,2.34,3.44,6.74,13.05,14.06,5.94,12.51,18.40,36.04,CEI
25-1011.00,"Business Teachers, Postsecondary",2.00,4.85,3.20,6.43,3.83,3.77,8.31,20.14,13.29,26.70,15.91,15.66,SIE
25-1021.00,"Computer Science Teachers, Postsecondary",3.09,5.69,3.32,5.88,2.26,3.97,12.76,23.50,13.71,24.29,9.33,16.40,SIC
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.81,5.86,3.20,6.19,1.94,4.38,11.53,24.04,13.13,25.39,7.96,17.97,SIC
25-1031.00,"Architecture Teachers, Postsecondary",3.43,5.13,4.48,6.77,2.46,3.20,13.47,20.14,17.59,26.58,9.66,12.56,SIA
25-1032.00,"Engineering Teachers, Postsecondary",4.84,5.39,3.16,5.77,2.01,3.44,19.67,21.90,12.84,23.45,8.17,13.98,SIR
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",3.97,5.36,2.92,6.24,2.61,3.51,16.13,21.78,11.87,25.36,10.61,14.26,SIR
25-1042.00,"Biological Science Teachers, Postsecondary",3.96,5.88,3.30,6.25,2.04,3.65,15.79,23.44,13.16,24.92,8.13,14.55,SIR
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",3.97,5.91,3.15,6.47,2.42,3.34,15.72,23.40,12.47,25.61,9.58,13.22,SIR
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",4.00,5.61,3.14,6.51,2.37,3.60,15.85,22.24,12.45,25.80,9.39,14.27,SIR
25-1052.00,"Chemistry Teachers, Postsecondary",4.05,5.82,2.95,5.71,2.09,3.78,16.60,23.85,12.09,23.40,8.57,15.49,ISR
25-1053.00,"Environmental Science Teachers, Postsecondary",3.71,6.34,3.37,6.25,2.49,3.42,14.50,24.78,13.17,24.43,9.73,13.37,ISR
25-1054.00,"Physics Teachers, Postsecondary",3.77,5.98,3.28,6.06,2.35,3.64,15.03,23.84,13.08,24.16,9.37,14.51,SIR
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",3.46,5.96,3.57,6.75,2.47,3.29,13.57,23.37,14.00,26.47,9.69,12.90,SIA
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",3.05,5.31,3.84,6.92,3.00,3.03,12.13,21.11,15.27,27.51,11.93,12.05,SIA
25-1063.00,"Economics Teachers, Postsecondary",2.73,5.56,3.02,6.21,3.36,3.90,11.02,22.44,12.19,25.06,13.56,15.74,SIC
25-1064.00,"Geography Teachers, Postsecondary",3.24,5.65,3.69,6.76,2.61,3.67,12.65,22.05,14.40,26.39,10.19,14.32,SIA
25-1065.00,"Political Science Teachers, Postsecondary",1.95,5.47,3.72,6.87,3.25,3.02,8.03,22.53,15.32,28.29,13.39,12.44,SIA
25-1066.00,"Psychology Teachers, Postsecondary",2.13,5.59,3.86,7.00,2.32,3.30,8.80,23.10,15.95,28.93,9.59,13.64,SIA
25-1067.00,"Sociology Teachers, Postsecondary",2.57,5.71,3.58,6.70,2.53,3.27,10.55,23.44,14.70,27.50,10.39,13.42,SIA
25-1071.00,"Health Specialties Teachers, Postsecondary",3.27,5.43,3.00,7.00,1.99,3.52,13.51,22.43,12.39,28.91,8.22,14.54,SIC
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",2.94,4.91,3.29,7.00,2.13,3.15,12.55,20.96,14.05,29.89,9.09,13.45,SIA
25-1081.00,"Education Teachers, Postsecondary",2.67,4.77,3.47,7.00,2.68,3.61,11.03,19.71,14.34,28.93,11.07,14.92,SIC
25-1082.00,"Library Science Teachers, Postsecondary",2.93,5.44,3.27,6.27,2.16,4.16,12.09,22.45,13.50,25.88,8.91,17.17,SIC
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2.40,4.88,3.33,6.85,3.37,3.56,9.84,20.01,13.65,28.09,13.82,14.60,SIC
25-1112.00,"Law Teachers, Postsecondary",2.41,5.35,3.39,6.46,3.49,3.72,9.71,21.56,13.66,26.03,14.06,14.99,SIC
25-1113.00,"Social Work Teachers, Postsecondary",2.20,5.03,3.86,7.00,2.85,3.02,9.18,20.99,16.11,29.22,11.89,12.60,SIA
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",3.03,4.14,5.73,6.99,2.12,2.61,12.31,16.82,23.27,28.39,8.61,10.60,SAI
25-1122.00,"Communications Teachers, Postsecondary",2.18,4.62,3.82,6.95,3.13,3.58,8.98,19.03,15.73,28.62,12.89,14.74,SIA
25-1123.00,"English Language and Literature Teachers, Postsecondary",2.28,4.78,4.19,7.00,2.43,3.49,9.43,19.78,17.34,28.96,10.05,14.44,SIA
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",2.11,4.52,4.06,7.00,2.52,3.53,8.89,19.04,17.10,29.49,10.61,14.87,SIA
25-1125.00,"History Teachers, Postsecondary",2.81,5.41,3.95,6.95,2.60,3.45,11.16,21.49,15.69,27.61,10.33,13.71,SIA
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",2.46,5.14,3.76,7.00,2.77,3.48,10.00,20.89,15.28,28.44,11.26,14.14,SIA
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",2.93,4.85,3.48,7.00,2.79,3.37,12.00,19.86,14.25,28.67,11.43,13.80,SIA
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",3.19,4.69,3.36,7.00,2.55,3.67,13.04,19.17,13.74,28.62,10.43,15.00,SIC
25-1194.00,"Career/Technical Education Teachers, Postsecondary",3.75,4.15,3.15,6.61,2.11,3.29,16.26,18.00,13.66,28.66,9.15,14.27,SIR
25-2011.00,"Preschool Teachers, Except Special Education",2.94,2.76,3.98,7.00,2.49,3.61,12.91,12.12,17.47,30.73,10.93,15.85,SAC
25-2012.00,"Kindergarten Teachers, Except Special Education",2.68,3.11,3.99,7.00,2.48,3.80,11.62,13.49,17.30,30.36,10.75,16.48,SAC
25-2021.00,"Elementary School Teachers, Except Special Education",2.64,3.35,3.87,7.00,2.57,3.78,11.37,14.43,16.67,30.16,11.07,16.29,SAC
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",2.59,3.31,4.10,7.00,2.66,3.56,11.15,14.25,17.66,30.15,11.46,15.33,SAC
25-2023.00,"Career/Technical Education Teachers, Middle School",3.28,3.31,3.38,7.00,2.27,3.82,14.22,14.35,14.66,30.36,9.84,16.57,SCA
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",2.73,3.19,3.77,7.00,2.90,3.61,11.77,13.75,16.25,30.17,12.50,15.56,SAC
25-2032.00,"Career/Technical Education Teachers, Secondary School",2.86,3.38,3.46,7.00,2.52,3.92,12.36,14.61,14.95,30.25,10.89,16.94,SCA
25-2051.00,"Special Education Teachers, Preschool",2.70,3.49,3.98,7.00,1.70,3.18,12.24,15.83,18.05,31.75,7.71,14.42,SAI
25-2055.00,"Special Education Teachers, Kindergarten",2.55,3.80,3.65,7.00,1.73,3.67,11.38,16.96,16.29,31.25,7.72,16.38,SIC
25-2056.00,"Special Education Teachers, Elementary School",2.27,3.94,3.65,7.00,1.77,3.48,10.27,17.82,16.51,31.66,8.01,15.74,SIA
25-2057.00,"Special Education Teachers, Middle School",2.32,3.92,3.96,7.00,1.80,3.30,10.40,17.58,17.76,31.39,8.07,14.80,SAI
25-2058.00,"Special Education Teachers, Secondary School",2.39,3.81,3.76,7.00,1.93,3.52,10.66,17.00,16.78,31.24,8.61,15.71,SIA
25-2059.01,Adapted Physical Education Specialists,4.12,3.65,2.46,7.00,1.88,4.17,17.70,15.68,10.57,30.07,8.08,17.91,SCR
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",2.32,3.14,3.91,7.00,2.85,3.38,10.27,13.89,17.30,30.97,12.61,14.96,SAC
25-3021.00,Self-Enrichment Teachers,2.51,2.97,4.18,7.00,3.20,3.08,10.94,12.95,18.22,30.51,13.95,13.43,SAE
25-3031.00,"Substitute Teachers, Short-Term",2.19,2.52,3.43,6.73,2.45,3.65,10.44,12.02,16.36,32.09,11.68,17.41,SCA
25-3041.00,Tutors,2.28,2.85,3.07,6.75,1.74,3.35,11.38,14.22,15.32,33.68,8.68,16.72,SCA
25-4011.00,Archivists,2.88,4.72,2.89,2.96,1.83,5.97,13.55,22.21,13.60,13.93,8.61,28.09,CIS
25-4012.00,Curators,2.47,3.43,2.98,3.82,3.84,5.36,11.28,15.66,13.61,17.44,17.53,24.47,CES
25-4013.00,Museum Technicians and Conservators,5.67,3.21,3.14,2.64,1.51,4.58,27.33,15.47,15.13,12.72,7.28,22.07,RCI
25-4022.00,Librarians and Media Collections Specialists,2.32,3.63,2.65,4.04,2.75,5.83,10.93,17.11,12.49,19.04,12.96,27.47,CSI
25-4031.00,Library Technicians,3.08,2.70,1.59,4.07,1.88,6.52,15.52,13.61,8.01,20.51,9.48,32.86,CSR
25-9021.00,Farm and Home Management Educators,3.96,4.28,2.31,4.83,3.49,3.18,17.96,19.41,10.48,21.90,15.83,14.42,SIR
25-9031.00,Instructional Coordinators,1.62,4.04,3.56,6.16,4.26,3.98,6.86,17.10,15.07,26.08,18.04,16.85,SEI
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",2.55,2.30,2.78,6.52,2.98,4.25,11.93,10.76,13.00,30.50,13.94,19.88,SCE
25-9043.00,"Teaching Assistants, Special Education",1.98,3.29,3.34,7.00,2.14,3.57,9.29,15.43,15.67,32.83,10.04,16.74,SCA
25-9044.00,"Teaching Assistants, Postsecondary",2.15,3.13,2.01,6.53,2.79,4.99,9.95,14.49,9.31,30.23,12.92,23.10,SCI
27-1011.00,Art Directors,2.95,2.69,7.00,2.88,5.24,3.60,12.11,11.04,28.74,11.82,21.51,14.78,AEC
27-1012.00,Craft Artists,5.89,1.85,5.93,1.68,2.86,2.66,28.22,8.86,28.41,8.05,13.70,12.75,ARE
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",4.05,2.68,7.00,2.28,2.37,2.34,19.55,12.93,33.78,11.00,11.44,11.29,ARI
27-1014.00,Special Effects Artists and Animators,3.71,2.77,7.00,2.18,2.62,3.13,17.33,12.94,32.70,10.18,12.24,14.62,ARC
27-1021.00,Commercial and Industrial Designers,4.62,4.06,5.54,1.84,3.70,3.47,19.89,17.48,23.85,7.92,15.93,14.94,ARI
27-1022.00,Fashion Designers,4.34,2.17,7.00,2.35,3.96,2.94,19.07,9.53,30.76,10.33,17.40,12.92,ARE
27-1023.00,Floral Designers,5.07,1.64,4.45,2.45,3.74,3.88,23.88,7.72,20.96,11.54,17.62,18.28,RAC
27-1024.00,Graphic Designers,3.38,2.86,7.00,2.16,3.43,3.92,14.86,12.57,30.77,9.49,15.08,17.23,ACE
27-1025.00,Interior Designers,4.12,3.07,5.56,2.68,3.70,3.82,17.95,13.38,24.23,11.68,16.12,16.64,ARC
27-1026.00,Merchandise Displayers and Window Trimmers,4.45,1.51,4.70,2.19,4.28,3.09,22.01,7.47,23.24,10.83,21.17,15.28,ARE
27-1027.00,Set and Exhibit Designers,3.70,2.75,6.69,3.04,3.93,3.27,15.83,11.76,28.61,13.00,16.81,13.99,AER
27-2011.00,Actors,2.29,2.16,7.00,4.08,4.00,1.81,10.73,10.12,32.80,19.12,18.74,8.48,ASE
27-2012.00,Producers and Directors,2.13,2.24,6.14,3.12,5.78,3.56,9.27,9.75,26.73,13.58,25.16,15.50,AEC
27-2012.03,Media Programming Directors,1.43,2.25,4.09,3.68,6.55,4.63,6.32,9.94,18.07,16.26,28.94,20.46,ECA
27-2012.04,Talent Directors,1.22,1.42,5.69,4.27,5.93,3.57,5.52,6.43,25.75,19.32,26.83,16.15,EAS
27-2012.05,Media Technical Directors/Managers,3.96,2.78,3.44,2.61,5.18,4.47,17.65,12.39,15.33,11.63,23.08,19.92,ECR
27-2021.00,Athletes and Sports Competitors,5.18,1.40,2.14,4.30,4.53,3.01,25.19,6.81,10.41,20.91,22.03,14.64,RES
27-2022.00,Coaches and Scouts,4.25,2.15,2.43,5.31,5.15,3.45,18.69,9.45,10.69,23.35,22.65,15.17,SER
27-2023.00,"Umpires, Referees, and Other Sports Officials",4.30,1.60,1.15,3.44,5.77,4.53,20.68,7.70,5.53,16.55,27.75,21.79,ECR
27-2031.00,Dancers,4.83,1.43,6.39,3.65,3.18,1.61,22.90,6.78,30.30,17.31,15.08,7.63,ARS
27-2032.00,Choreographers,3.63,2.22,7.00,3.96,3.77,2.13,15.98,9.78,30.82,17.44,16.60,9.38,ASE
27-2041.00,Music Directors and Composers,2.07,2.28,7.00,3.04,4.82,2.63,9.48,10.44,32.05,13.92,22.07,12.04,AES
27-2042.00,Musicians and Singers,2.87,1.53,6.66,3.41,3.42,2.17,14.31,7.63,33.20,17.00,17.05,10.82,AES
27-2091.00,"Disc Jockeys, Except Radio",3.00,1.55,4.82,2.93,3.55,3.50,15.50,8.01,24.91,15.14,18.35,18.09,AEC
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.66,2.01,5.68,3.54,4.38,3.11,8.15,9.86,27.87,17.37,21.49,15.26,AES
27-3023.00,"News Analysts, Reporters, and Journalists",1.47,4.16,5.09,2.80,3.95,3.64,6.96,19.71,24.11,13.26,18.71,17.24,AIE
27-3031.00,Public Relations Specialists,1.00,2.72,4.68,3.94,5.82,3.45,4.63,12.59,21.66,18.23,26.93,15.96,EAS
27-3041.00,Editors,1.03,2.90,5.39,2.56,4.13,4.68,4.98,14.02,26.05,12.37,19.96,22.62,ACE
27-3042.00,Technical Writers,2.78,3.69,4.23,2.01,1.97,5.32,13.90,18.45,21.15,10.05,9.85,26.60,CAI
27-3043.00,Writers and Authors,1.00,3.25,6.68,2.86,4.75,3.34,4.57,14.85,30.53,13.07,21.71,15.27,AEC
27-3043.05,"Poets, Lyricists and Creative Writers",1.17,3.58,7.00,2.83,3.17,2.88,5.67,17.35,33.93,13.72,15.37,13.96,AIE
27-3091.00,Interpreters and Translators,1.89,3.19,4.28,3.48,1.90,4.79,9.68,16.33,21.92,17.82,9.73,24.53,CAS
27-3092.00,Court Reporters and Simultaneous Captioners,2.21,2.13,2.92,2.90,2.64,5.62,12.00,11.56,15.85,15.74,14.33,30.51,CAS
27-4011.00,Audio and Video Technicians,5.20,2.74,3.24,1.97,1.87,4.58,26.53,13.98,16.53,10.05,9.54,23.37,RCA
27-4012.00,Broadcast Technicians,4.80,2.99,2.82,2.13,2.50,5.14,23.55,14.67,13.84,10.45,12.27,25.22,CRI
27-4014.00,Sound Engineering Technicians,5.14,2.68,4.45,1.69,2.16,4.22,25.27,13.18,21.88,8.31,10.62,20.75,RAC
27-4015.00,Lighting Technicians,6.99,2.02,2.38,1.24,1.95,4.11,37.40,10.81,12.73,6.63,10.43,21.99,RCA
27-4021.00,Photographers,5.54,2.18,5.28,1.94,2.28,3.35,26.93,10.60,25.67,9.43,11.08,16.29,RAC
27-4031.00,"Camera Operators, Television, Video, and Film",4.89,2.00,5.04,1.80,2.28,3.65,24.87,10.17,25.64,9.16,11.60,18.57,ARC
27-4032.00,Film and Video Editors,3.14,1.91,5.61,1.96,3.08,3.75,16.14,9.82,28.84,10.08,15.84,19.28,ACR
29-1011.00,Chiropractors,5.53,4.77,1.34,5.56,2.13,3.55,24.17,20.85,5.86,24.30,9.31,15.52,SRI
29-1021.00,"Dentists, General",5.23,5.48,1.17,4.41,2.00,3.71,23.77,24.91,5.32,20.05,9.09,16.86,IRS
29-1022.00,Oral and Maxillofacial Surgeons,5.75,5.84,1.17,4.47,2.17,3.60,25.00,25.39,5.09,19.43,9.43,15.65,IRS
29-1023.00,Orthodontists,5.60,5.72,1.57,4.01,1.45,4.58,24.42,24.95,6.85,17.49,6.32,19.97,IRC
29-1024.00,Prosthodontists,6.17,5.54,1.78,4.59,1.43,3.22,27.14,24.37,7.83,20.19,6.29,14.17,RIS
29-1031.00,Dietitians and Nutritionists,3.03,4.80,2.40,5.50,3.42,3.35,13.47,21.33,10.67,24.44,15.20,14.89,SIE
29-1041.00,Optometrists,4.80,5.78,1.60,5.02,2.27,3.92,20.52,24.71,6.84,21.46,9.71,16.76,ISR
29-1051.00,Pharmacists,2.82,5.67,1.48,4.88,2.62,4.56,12.80,25.74,6.72,22.15,11.89,20.70,ISC
